1310,"Sergey V. Lemeshevsky",
1312,"Jarek Duda",
1313,"Maria Tirronen",
1314,"R. García-Bertrand",
1315,"Shahin Mohammadi",
1316,"Yoangel Torres",
1318,"Silvano Chialina",
1319,"Shiyin Zhong",
1320,"Hoang X. Nguyen",
1321,"Santhosh Kumar",
1322,"T. Le-Manh",
1323,"Rebecca E Morrison",
1324,"Carlos Leandro",
1325,"Tamal Datta Chaudhuri",
1326,"Tatiana P. Chernogorova",
1327,"M Abily",
1328,"Vivekanandan Balasubramanian",
1330,"Hussein Rappel",
1331,"Iryna Kononenko",
1332,"Yuehaw Khoo",
1333,"Fadime Bekmambetova",
1334,"Sergey Tarasenko",
1335,"Sebastian Ament",
1336,"Christoph Meier",
1337,"Anand Pratap Singh",
1338,"Yongxing Wang",
1339,"Oded Amir",
1340,"Lukasz Kaczmarczyk",
1341,"Ronald M. Caplan",
1342,"Anders Logg",
1343,"Zahur Ullah",
1344,"Christopher J. Vogl",
1345,"Thorben Casper",
1348,"Lars Kielhorn",
1349,"Behzad Ghanbarian",
1350,"Shobhit Jain",
1351,"J. B. Rutzmoser",
1352,"Matteo Gardini",
1353,"Maria Girardi",
1354,"Jiafeng Xu",
1356,"Huu Phuoc Bui",
1357,"Bjorn Gustavsen",
1358,"Mariusz Klimek",
1359,"Hui Liu",
1360,"Carlos Barrón-Romero",
1362,"Andreas Nold",
1364,"A. Greco",
1365,"Viwanou Hounkpati",
1366,"Jörg Schröder",
1367,"Roozbeh Rezakhani",
1368,"Chengxi Liu",
1369,"Xuyu Wang",
1370,"Timo Heister",
1371,"Rui Yao",
1372,"Martin Lints",
1373,"Teresa Portone",
1374,"Markus Höhnerbach",
1375,"N. K. Mapakshi",
1377,"Chijie Zhuang",
1378,"Ching-pei Lee",
1379,"MD Rokibul Hasan",
1380,"Jean Michel Sellier",
1381,"Wang Yong-Xian",
1382,"Pierluigi Gallo",
1383,"M. N. Gevorkyan",
1384,"Elia Merzari",
1385,"A. Farokhi Nejad",
1386,"Saeid Rasulkhani",
1387,"Tinghui Ouyang",
1388,"Snehanshu Saha",
1389,"John W. Peterson",
1390,"Nicholas C. Miller",
1391,"Kunal Puri",
1392,"Dalila Hamami",
1393,"Diogo Mariano Neto",
1394,"Valéry Wolff",
1395,"Swapnil Barmase",
1397,"Ivan Dokmanić",
1398,"Joaquim Gabarro",
1400,"Xinyue Zhang",
1401,"Pankaj K. Agarwal",
1402,"David Eppstein",
1403,"Nina Amenta",
1405,"Olivier Devillers",
1406,"Songrit Maneewongvatana",
1407,"Joseph O'Rourke",
1410,"Herve Bronnimann",
1415,"Erik D. Demaine",
1416,"Marshall Bern",
1417,"Jean-Daniel Boissonnat",
1422,"Alon Efrat",
1426,"Jeff Erickson",
1428,"David Bremner",
1430,"Michael Soss",
1433,"C. A. Duncan",
1434,"C. Erten",
1435,"Dan A. Spielman",
1437,"Lilian Buzer",
1439,"Esther M. Arkin",
1440,"Herbert Edelsbrunner",
1441,"Sariel Har-Peled",
1442,"Mirela Damian",
1445,"Amitabha Bagchi",
1446,"Vin de Silva",
1447,"Axel Simon",
1448,"Rina Panigrahy",
1452,"Manuel Abellanas",
1453,"David R. Wood",
1454,"Khaled Elbassioni",
1456,"Deepak Agarwal",
1458,"Martin Kutz",
1459,"Rajeev Motwani",
1460,"Jyh-Yang Wu",
1461,"Jeremy Carroll",
1463,"Rolf Klein",
1464,"Pierre Dehornoy",
1465,"Sheung-Hung Poon",
1467,"Qi Cheng",
1469,"Robert Connelly",
1472,"Martin Furer",
1473,"M. Abellanas",
1474,"M. H. van Emden",
1475,"Ming-Zhe Chen",
1477,"Josiah Carlson",
1478,"Yannis Bakopoulos",
1479,"Michael B. Dillencourt",
1480,"Guy Bunin",
1481,"Trung Nguyen",
1483,"Margenstern Maurice",
1484,"Otfried Cheong",
1485,"Boris Aronov",
1486,"Marc Glisse",
1487,"Prosenjit Bose",
1489,"Konstantin Rybnikov",
1490,"Hee-Kap Ahn",
1491,"J. Cardinal",
1492,"Dan Chen",
1493,"David Coeurjolly",
1496,"Colm O Dunlaing",
1498,"Pierre-François Marteau",
1499,"Frank Nielsen",
1500,"Mridul Aanjaneya",
